,SessionId,TimeStr,Time,ItemId
681916,2538,2020-11-17 08:42:48,1605602568,16
681917,2538,2020-11-17 08:42:52,1605602572,16
681918,2538,2020-11-17 08:42:54,1605602574,16
682191,2539,2020-11-19 13:07:54,1605791274,16
682192,2539,2020-11-19 13:08:05,1605791285,16
682193,2539,2020-11-19 13:10:59,1605791459,16
682194,2539,2020-11-19 13:41:03,1605793263,16
682195,2539,2020-11-19 13:41:12,1605793272,16
682296,2540,2020-11-11 12:25:11,1605097511,16
682297,2540,2020-11-11 12:25:24,1605097524,16
682298,2540,2020-11-11 12:25:58,1605097558,16
682299,2540,2020-11-11 12:27:23,1605097643,16
682300,2540,2020-11-11 12:27:48,1605097668,16
682301,2540,2020-11-11 12:28:00,1605097680,16
683120,2541,2020-11-17 05:11:25,1605589885,16
683660,2542,2020-11-03 15:42:28,1604418148,16
683680,2543,2020-11-01 04:40:48,1604205648,16
684093,1000,2020-11-02 11:16:57,1604315817,16
684947,1225,2020-11-22 20:12:07,1606075927,16
684975,2544,2020-11-15 05:35:07,1605418507,16
686006,2111,2020-11-08 09:24:07,1604827447,16
686095,2545,2020-11-08 15:18:51,1604848731,16
686174,2112,2020-11-08 04:36:11,1604810171,16
686965,1997,2020-11-13 04:07:32,1605240452,16
686966,1997,2020-11-13 04:10:40,1605240640,16
687071,2546,2020-11-13 12:08:33,1605269313,16
687072,2546,2020-11-13 12:08:34,1605269314,16
687073,2546,2020-11-13 12:08:37,1605269317,16
687387,2547,2020-11-01 08:20:20,1604218820,16
687388,2547,2020-11-01 08:20:24,1604218824,16
687389,2547,2020-11-01 08:20:27,1604218827,16
687409,2548,2020-11-01 15:59:30,1604246370,16
687415,13,2020-11-06 06:28:30,1604644110,16
687416,13,2020-11-06 06:32:14,1604644334,16
687417,13,2020-11-06 06:32:20,1604644340,16
687444,2549,2020-11-18 06:03:49,1605679429,16
687573,2550,2020-11-19 12:55:14,1605790514,16
687774,2551,2020-11-13 18:29:40,1605292180,16
687775,2551,2020-11-13 18:29:41,1605292181,16
687819,2323,2020-11-24 20:08:15,1606248495,16
687913,712,2020-11-23 10:09:58,1606126198,16
687914,712,2020-11-23 10:10:46,1606126246,16
687915,712,2020-11-23 10:17:08,1606126628,16
687916,712,2020-11-23 10:18:22,1606126702,16
688013,2552,2020-11-18 12:40:57,1605703257,16
688135,832,2020-11-02 16:26:12,1604334372,16
688136,832,2020-11-02 16:39:16,1604335156,16
688137,832,2020-11-02 16:45:56,1604335556,16
688622,2302,2020-11-18 10:59:26,1605697166,16
688623,2302,2020-11-18 11:02:46,1605697366,16
688768,1226,2020-11-17 04:30:10,1605587410,16
688770,2553,2020-11-03 19:44:47,1604432687,16
688771,2553,2020-11-03 19:44:50,1604432690,16
688772,2553,2020-11-03 20:06:15,1604433975,16
688773,2553,2020-11-03 20:17:31,1604434651,16
688774,2553,2020-11-03 20:18:21,1604434701,16
689067,2554,2020-11-26 08:52:09,1606380729,16
689273,2555,2020-11-22 05:53:22,1606024402,16
689283,2556,2020-11-27 15:14:28,1606490068,16
689311,2557,2020-11-19 12:39:08,1605789548,16
689312,2557,2020-11-19 12:39:55,1605789595,16
689313,2557,2020-11-19 13:02:25,1605790945,16
689827,1900,2020-11-10 17:35:32,1605029732,16
689894,898,2020-11-19 07:04:20,1605769460,16
689895,898,2020-11-19 07:10:00,1605769800,16
689896,898,2020-11-19 07:17:41,1605770261,16
689897,898,2020-11-19 07:30:05,1605771005,16
689898,898,2020-11-19 07:42:48,1605771768,16
690416,2558,2020-11-12 11:06:48,1605179208,16
690417,2558,2020-11-12 11:06:51,1605179211,16
690418,2558,2020-11-12 11:06:58,1605179218,16
690419,2558,2020-11-12 11:07:01,1605179221,16
690420,2558,2020-11-12 11:07:09,1605179229,16
690434,1098,2020-11-19 18:01:48,1605808908,16
690435,1098,2020-11-19 18:01:53,1605808913,16
690698,2042,2020-11-16 14:11:57,1605535917,16
690798,2559,2020-11-02 16:45:15,1604335515,16
691035,2560,2020-11-15 17:48:04,1605462484,16
691626,2561,2020-11-13 22:50:36,1605307836,16
691627,2561,2020-11-13 23:13:31,1605309211,16
691846,2562,2020-11-23 09:59:31,1606125571,16
691847,2562,2020-11-23 10:22:38,1606126958,16
692022,2563,2020-11-21 11:24:50,1605957890,16
692296,2564,2020-11-27 19:32:19,1606505539,16
692431,1417,2020-11-20 09:50:37,1605865837,16
692432,1417,2020-11-20 09:51:58,1605865918,16
692703,2565,2020-11-04 15:48:47,1604504927,16
693061,2566,2020-11-15 12:41:04,1605444064,16
693071,2567,2020-11-24 10:58:18,1606215498,16
693072,2567,2020-11-24 10:58:50,1606215530,16
693121,2568,2020-11-03 03:27:24,1604374044,16
693220,2569,2020-11-25 05:31:00,1606282260,16
693609,2570,2020-11-10 11:56:07,1605009367,16
693610,2570,2020-11-10 11:58:10,1605009490,16
693611,2570,2020-11-10 12:15:56,1605010556,16
693612,2570,2020-11-10 12:46:22,1605012382,16
693725,660,2020-11-24 02:05:25,1606183525,16
693733,58,2020-11-03 14:42:19,1604414539,16
693784,908,2020-11-17 15:11:17,1605625877,16
693785,908,2020-11-17 15:13:28,1605626008,16
693786,908,2020-11-17 15:22:09,1605626529,16
693796,2571,2020-11-18 04:09:32,1605672572,16
693828,909,2020-11-02 00:20:25,1604276425,16
693829,909,2020-11-02 00:20:26,1604276426,16
693916,2572,2020-11-13 15:46:32,1605282392,16
693921,2236,2020-11-14 17:05:34,1605373534,16
694079,2573,2020-11-28 11:48:50,1606564130,16
694431,2574,2020-11-19 16:32:07,1605803527,16
694432,2574,2020-11-19 16:33:32,1605803612,16
694433,2574,2020-11-19 16:35:18,1605803718,16
694583,2575,2020-11-22 19:05:11,1606071911,16
694606,2576,2020-11-13 04:07:03,1605240423,16
694607,2576,2020-11-13 04:17:13,1605241033,16
694608,2576,2020-11-13 04:31:28,1605241888,16
694610,2577,2020-11-12 05:55:51,1605160551,16
694738,2578,2020-11-09 19:00:13,1604948413,16
694739,2578,2020-11-09 19:09:15,1604948955,16
694740,2578,2020-11-09 19:09:26,1604948966,16
694741,2578,2020-11-09 19:19:52,1604949592,16
694881,2579,2020-11-27 07:31:33,1606462293,16
695001,2580,2020-11-05 17:10:53,1604596253,16
695002,2580,2020-11-05 17:33:20,1604597600,16
695185,1543,2020-11-07 12:32:26,1604752346,16
695186,1543,2020-11-07 12:32:49,1604752369,16
695201,2581,2020-11-03 11:18:30,1604402310,16
695463,2582,2020-11-28 16:02:29,1606579349,16
695464,2582,2020-11-28 16:03:00,1606579380,16
695465,2582,2020-11-28 16:04:01,1606579441,16
695478,2583,2020-11-26 04:57:08,1606366628,16
695819,2584,2020-11-08 06:26:40,1604816800,16
695891,2585,2020-11-14 05:08:14,1605330494,16
696342,2586,2020-11-05 12:55:10,1604580910,16
696464,2587,2020-11-13 14:36:58,1605278218,16
697123,2588,2020-11-09 10:14:26,1604916866,16
697124,2588,2020-11-09 10:35:03,1604918103,16
697336,2589,2020-11-23 02:45:45,1606099545,16
697351,922,2020-11-29 04:36:04,1606624564,16
697878,2590,2020-11-18 20:53:33,1605732813,16
698090,2591,2020-10-31 05:25:32,1604121932,16
698508,2592,2020-11-05 17:06:33,1604595993,16
698509,2592,2020-11-05 17:13:02,1604596382,16
698551,815,2020-11-22 19:32:32,1606073552,16
698643,1012,2020-11-15 20:08:22,1605470902,16
698824,2593,2020-11-08 16:19:50,1604852390,16
699008,505,2020-11-11 08:16:14,1605082574,16
699009,505,2020-11-11 08:17:47,1605082667,16
699033,2594,2020-11-04 12:52:45,1604494365,16
699320,2595,2020-11-07 16:58:14,1604768294,16
699402,2596,2020-11-19 04:19:06,1605759546,16
699453,2597,2020-11-07 18:16:28,1604772988,16
699521,2598,2020-11-26 12:50:03,1606395003,16
699815,929,2020-11-25 10:33:46,1606300426,16
699927,2599,2020-11-04 11:00:27,1604487627,16
699928,2599,2020-11-04 11:03:25,1604487805,16
700069,1661,2020-11-05 10:36:53,1604572613,16
700313,2600,2020-11-09 03:14:34,1604891674,16
700314,2600,2020-11-09 03:19:22,1604891962,16
700451,2601,2020-11-06 15:32:24,1604676744,16
700452,2601,2020-11-06 15:40:09,1604677209,16
700453,2601,2020-11-06 15:52:02,1604677922,16
700454,2601,2020-11-06 16:08:09,1604678889,16
700455,2601,2020-11-06 16:12:09,1604679129,16
700779,933,2020-11-26 17:10:59,1606410659,16
700821,2602,2020-11-29 04:30:24,1606624224,16
700984,684,2020-11-12 03:23:57,1605151437,16
701077,2603,2020-11-27 06:01:16,1606456876,16
701176,2604,2020-11-26 06:17:51,1606371471,16
701207,2605,2020-11-11 18:07:52,1605118072,16
701208,2605,2020-11-11 18:07:54,1605118074,16
701209,2605,2020-11-11 18:10:44,1605118244,16
701442,2606,2020-11-06 12:15:38,1604664938,16
701443,2606,2020-11-06 12:38:49,1604666329,16
701444,2606,2020-11-06 12:58:48,1604667528,16
701445,2606,2020-11-06 13:06:03,1604667963,16
701626,2607,2020-11-16 23:09:58,1605568198,16
701627,2607,2020-11-16 23:23:38,1605569018,16
701827,831,2020-11-04 14:18:38,1604499518,16
702061,2608,2020-11-01 03:25:24,1604201124,16
702207,1991,2020-11-27 08:27:07,1606465627,16
702208,1991,2020-11-27 08:29:46,1606465786,16
702209,1991,2020-11-27 08:29:48,1606465788,16
702210,1991,2020-11-27 08:29:51,1606465791,16
702211,1991,2020-11-27 08:29:53,1606465793,16
702212,1991,2020-11-27 08:29:54,1606465794,16
702779,691,2020-11-09 08:51:51,1604911911,16
702803,2609,2020-11-12 20:36:27,1605213387,16
702857,1107,2020-11-19 03:02:17,1605754937,16
702858,1107,2020-11-19 03:02:46,1605754966,16
702859,1107,2020-11-19 03:14:38,1605755678,16
703001,1933,2020-11-06 04:37:34,1604637454,16
703002,1933,2020-11-06 04:40:11,1604637611,16
703003,1933,2020-11-06 04:40:25,1604637625,16
703269,1732,2020-11-16 23:43:52,1605570232,16
703270,1732,2020-11-16 23:47:39,1605570459,16
704200,2610,2020-11-15 17:03:15,1605459795,16
704352,2611,2020-11-26 07:31:40,1606375900,16
704415,2612,2020-11-01 06:41:11,1604212871,16
704416,2612,2020-11-01 06:44:21,1604213061,16
704517,2613,2020-10-31 07:21:35,1604128895,16
704704,1936,2020-11-22 07:49:47,1606031387,16
705125,2614,2020-11-07 07:13:51,1604733231,16
705838,2615,2020-11-07 03:24:39,1604719479,16
705839,2615,2020-11-07 03:24:41,1604719481,16
706087,1790,2020-11-23 18:19:19,1606155559,16
706088,1790,2020-11-23 18:19:39,1606155579,16
706089,1790,2020-11-23 18:21:50,1606155710,16
706090,1790,2020-11-23 18:55:03,1606157703,16
706198,2616,2020-11-05 13:56:07,1604584567,16
706199,2616,2020-11-05 13:56:12,1604584572,16
706383,844,2020-11-28 19:40:09,1606592409,16
706500,2617,2020-11-08 15:30:57,1604849457,16
706610,2618,2020-11-11 07:13:34,1605078814,16
706611,2618,2020-11-11 07:18:30,1605079110,16
707031,1815,2020-11-21 02:11:21,1605924681,16
707126,2005,2020-11-22 03:11:26,1606014686,16
707127,2005,2020-11-22 03:22:06,1606015326,16
707128,2005,2020-11-22 03:35:27,1606016127,16
707389,2619,2020-11-07 05:24:24,1604726664,16
707390,2619,2020-11-07 05:30:34,1604727034,16
707442,953,2020-11-22 12:56:16,1606049776,16
707717,2620,2020-11-16 10:26:33,1605522393,16
707718,2620,2020-11-16 10:27:01,1605522421,16
708048,1843,2020-11-18 01:58:18,1605664698,16
708049,1843,2020-11-18 02:01:15,1605664875,16
708050,1843,2020-11-18 02:05:15,1605665115,16
708190,2621,2020-11-18 13:20:11,1605705611,16
708191,2621,2020-11-18 13:20:32,1605705632,16
708192,2621,2020-11-18 13:33:20,1605706400,16
709104,1849,2020-11-02 17:08:04,1604336884,16
709105,1849,2020-11-02 17:09:32,1604336972,16
709309,1998,2020-11-13 04:45:54,1605242754,16
709383,845,2020-11-14 03:22:36,1605324156,16
709384,845,2020-11-14 03:26:54,1605324414,16
709502,2622,2020-11-16 10:01:32,1605520892,16
709665,2623,2020-11-17 04:20:13,1605586813,16
709708,2624,2020-11-21 05:23:32,1605936212,16
709744,2625,2020-11-27 04:18:07,1606450687,16
710201,2626,2020-11-15 19:02:13,1605466933,16
710202,2626,2020-11-15 19:02:32,1605466952,16
710203,2626,2020-11-15 19:03:18,1605466998,16
710204,2626,2020-11-15 19:03:24,1605467004,16
710469,2627,2020-11-09 17:53:55,1604944435,16
710520,2125,2020-11-21 13:49:43,1605966583,16
710521,2125,2020-11-21 13:49:47,1605966587,16
710522,2125,2020-11-21 13:49:50,1605966590,16
710523,2125,2020-11-21 13:50:00,1605966600,16
710524,2125,2020-11-21 13:50:03,1605966603,16
710720,2289,2020-11-26 10:22:44,1606386164,16
710776,2628,2020-11-04 19:50:29,1604519429,16
711005,1111,2020-11-10 20:11:48,1605039108,16
711040,1229,2020-11-15 04:27:36,1605414456,16
711090,714,2020-10-31 09:08:14,1604135294,16
711123,1865,2020-11-10 09:28:27,1605000507,16
711167,1261,2020-11-10 14:13:03,1605017583,16
711168,1261,2020-11-10 14:56:02,1605020162,16
711169,1261,2020-11-10 14:56:06,1605020166,16
711198,2629,2020-11-03 19:09:28,1604430568,16
711214,716,2020-11-02 12:18:21,1604319501,16
711235,2630,2020-11-08 13:38:14,1604842694,16
711236,2630,2020-11-08 13:47:23,1604843243,16
711303,2631,2020-11-09 05:38:23,1604900303,16
711402,2632,2020-11-22 12:16:49,1606047409,16
711403,2632,2020-11-22 12:20:48,1606047648,16
711404,2632,2020-11-22 12:32:53,1606048373,16
711509,963,2020-11-03 19:49:35,1604432975,16
711510,963,2020-11-03 20:03:48,1604433828,16
711606,2633,2020-11-05 17:47:07,1604598427,16
712327,2634,2020-11-09 03:35:42,1604892942,16
712328,2634,2020-11-09 03:40:29,1604893229,16
712525,2635,2020-11-17 02:28:50,1605580130,16
712535,2636,2020-11-21 04:25:34,1605932734,16
712580,1873,2020-11-29 03:26:54,1606620414,16
712581,2637,2020-11-05 13:33:04,1604583184,16
712929,2638,2020-11-10 19:15:18,1605035718,16
712954,2639,2020-11-12 11:50:33,1605181833,16
712955,2639,2020-11-12 12:11:58,1605183118,16
713292,573,2020-11-23 04:57:32,1606107452,16
713616,2640,2020-11-18 17:22:21,1605720141,16
713742,1115,2020-11-04 21:34:01,1604525641,16
714157,2641,2020-10-31 20:45:39,1604177139,16
714158,2641,2020-10-31 20:51:46,1604177506,16
714159,2641,2020-10-31 20:52:56,1604177576,16
714160,2641,2020-10-31 20:56:01,1604177761,16
714361,2642,2020-11-20 19:08:30,1605899310,251
714479,852,2020-11-11 20:26:19,1605126379,35
714684,2643,2020-11-08 20:37:39,1604867859,35
714906,2133,2020-11-09 10:54:19,1604919259,35
714928,1291,2020-11-11 07:09:52,1605078592,35
715197,2349,2020-11-09 12:20:28,1604924428,35
715455,1250,2020-11-24 19:10:06,1606245006,35
715495,2354,2020-11-11 07:27:46,1605079666,35
715496,2354,2020-11-11 07:32:05,1605079925,35
715902,2644,2020-11-17 06:44:51,1605595491,35
715978,2645,2020-11-01 22:16:19,1604268979,35
716046,609,2020-11-18 00:44:48,1605660288,35
716047,609,2020-11-18 00:48:58,1605660538,35
716471,623,2020-11-17 07:27:51,1605598071,35
716477,1036,2020-11-18 06:04:10,1605679450,35
716489,2646,2020-11-05 19:05:51,1604603151,35
716542,2383,2020-11-27 19:59:54,1606507194,35
716739,2647,2020-11-08 08:46:18,1604825178,35
717305,2648,2020-11-02 10:06:52,1604311612,35
717540,2649,2020-11-24 11:50:41,1606218641,35
717617,1367,2020-11-08 21:05:10,1604869510,35
717656,828,2020-11-29 13:42:24,1606657344,35
717658,1335,2020-11-08 21:05:51,1604869551,35
717678,1963,2020-11-27 18:59:24,1606503564,35
717679,1963,2020-11-27 18:59:27,1606503567,35
717740,1017,2020-11-07 09:19:34,1604740774,35
718005,1045,2020-11-14 19:07:37,1605380857,35
718087,2650,2020-11-05 19:31:42,1604604702,35
718192,2651,2020-11-24 10:25:52,1606213552,35
718282,2652,2020-11-05 12:28:52,1604579332,35
718430,2653,2020-11-18 19:54:31,1605729271,35
719327,2654,2020-11-03 07:42:48,1604389368,35
719328,2654,2020-11-03 07:45:24,1604389524,35
719445,2461,2020-11-11 05:47:15,1605073635,35
719448,1548,2020-11-02 13:02:18,1604322138,35
719449,1548,2020-11-02 13:04:01,1604322241,35
719456,2655,2020-11-22 12:15:27,1606047327,35
719572,2656,2020-11-11 04:15:34,1605068134,35
719646,2657,2020-11-06 04:16:09,1604636169,35
719657,2658,2020-11-13 15:04:44,1605279884,35
719713,2659,2020-11-22 08:59:45,1606035585,35
719714,2659,2020-11-22 09:05:00,1606035900,35
719851,2660,2020-11-19 21:23:02,1605820982,35
719863,983,2020-11-05 00:54:41,1604537681,35
719957,2661,2020-11-20 01:44:09,1605836649,35
719958,2661,2020-11-20 01:53:21,1605837201,35
719959,2661,2020-11-20 01:54:07,1605837247,35
719960,2661,2020-11-20 01:56:40,1605837400,35
719961,2661,2020-11-20 02:00:25,1605837625,35
720099,2474,2020-11-03 05:31:48,1604381508,35
720337,738,2020-11-18 05:45:06,1605678306,35
720393,678,2020-11-05 12:45:53,1604580353,35
720452,849,2020-11-13 15:42:13,1605282133,35
720453,849,2020-11-13 15:43:27,1605282207,35
720454,849,2020-11-13 15:45:42,1605282342,35
720714,2488,2020-11-06 04:53:49,1604638429,35
720762,2197,2020-11-18 09:54:15,1605693255,35
720768,53,2020-11-06 22:02:38,1604700158,35
720883,2662,2020-10-31 20:18:11,1604175491,35
721518,2508,2020-11-11 13:15:48,1605100548,35
721767,2515,2020-11-27 21:11:17,1606511477,35
722017,2524,2020-11-20 17:34:31,1605893671,35
722033,1753,2020-11-06 13:51:50,1604670710,35
722472,2663,2020-11-03 07:31:01,1604388661,35
722840,954,2020-10-31 18:08:59,1604167739,35
722841,954,2020-10-31 18:10:00,1604167800,35
722877,2664,2020-11-20 11:06:49,1605870409,35
722881,2665,2020-11-07 07:42:49,1604734969,35
722887,2666,2020-11-14 19:33:04,1605382384,35
723062,2667,2020-11-10 17:10:20,1605028220,35
723387,1344,2020-11-09 12:38:12,1604925492,35
723545,2668,2020-11-07 16:11:01,1604765461,35
723690,2564,2020-11-27 19:33:26,1606505606,35
724302,2669,2020-11-01 21:24:10,1604265850,35
724400,1012,2020-11-15 20:09:11,1605470951,35
724409,1620,2020-11-28 03:30:19,1606534219,35
724565,1205,2020-11-11 07:30:39,1605079839,35
724583,1679,2020-11-12 09:19:08,1605172748,35
724737,2608,2020-11-01 03:20:47,1604200847,35
724777,939,2020-11-03 10:47:00,1604400420,35
725103,2614,2020-11-07 07:35:21,1604734521,35
725289,1814,2020-11-24 15:00:18,1606230018,35
725611,2670,2020-10-31 19:34:11,1604172851,35
725798,1207,2020-11-06 09:25:45,1604654745,35
725826,1261,2020-11-10 14:05:00,1605017100,35
725964,966,2020-10-31 16:27:33,1604161653,35
726064,1114,2020-11-03 20:20:51,1604434851,35
726352,2671,2020-11-11 07:43:19,1605080599,488
726353,2671,2020-11-11 07:44:24,1605080664,488
726387,0,2020-11-09 12:13:40,1604924020,488
726471,2672,2020-11-28 23:46:33,1606607193,52
726609,1269,2020-11-22 12:49:14,1606049354,52
726610,1269,2020-11-22 12:49:35,1606049375,52
726944,833,2020-11-19 05:16:04,1605762964,52
727219,2341,2020-11-12 06:27:34,1605162454,52
727326,834,2020-11-06 00:34:57,1604622897,52
727395,2342,2020-11-06 05:29:10,1604640550,52
727396,2342,2020-11-06 07:26:02,1604647562,52
727991,835,2020-11-14 07:01:06,1605337266,52
728357,2673,2020-11-03 10:12:15,1604398335,52
728358,2673,2020-11-03 10:15:20,1604398520,52
728386,2137,2020-11-09 05:15:41,1604898941,52
728387,2137,2020-11-09 05:15:51,1604898951,52
728419,1397,2020-11-16 18:31:50,1605551510,52
728426,2364,2020-11-10 12:25:38,1605011138,52
728647,1120,2020-11-20 10:09:59,1605866999,52
728661,874,2020-11-08 14:43:09,1604846589,52
728890,1425,2020-11-19 18:40:24,1605811224,52
728896,2674,2020-11-10 15:33:37,1605022417,52
728897,2674,2020-11-10 15:40:15,1605022815,52
728898,2674,2020-11-10 15:45:30,1605023130,52
728899,2674,2020-11-10 15:45:46,1605023146,52
729002,1429,2020-11-22 11:36:02,1606044962,52
729162,2379,2020-11-24 17:54:48,1606240488,52
729171,139,2020-11-06 10:24:11,1604658251,52
729178,1446,2020-11-05 09:41:21,1604569281,52
729273,142,2020-11-21 13:04:10,1605963850,52
729274,142,2020-11-21 13:05:13,1605963913,52
729420,152,2020-11-06 14:01:13,1604671273,52
729542,1467,2020-11-24 09:55:25,1606211725,52
729578,158,2020-11-17 09:18:11,1605604691,52
729579,158,2020-11-17 09:21:31,1605604891,52
729596,2388,2020-11-18 16:11:11,1605715871,52
729700,632,2020-11-28 15:33:00,1606577580,52
729701,632,2020-11-28 15:34:10,1606577650,52
729763,1484,2020-11-19 12:38:12,1605789492,52
730238,1532,2020-11-11 21:06:15,1605128775,52
730340,1540,2020-11-29 11:51:30,1606650690,52
730419,1962,2020-11-28 17:43:28,1606585408,52
730968,2415,2020-11-01 16:51:12,1604249472,52
730976,2416,2020-11-17 17:39:04,1605634744,52
730996,968,2020-11-23 17:17:43,1606151863,52
731089,1964,2020-11-15 19:38:10,1605469090,52
731159,2675,2020-11-28 13:34:31,1606570471,52
731370,2423,2020-11-05 19:18:07,1604603887,52
731460,2676,2020-11-27 14:08:33,1606486113,52
731461,2676,2020-11-27 14:13:05,1606486385,52
731553,2426,2020-10-31 10:39:29,1604140769,52
731554,2426,2020-10-31 10:40:06,1604140806,52
731865,2677,2020-11-18 12:22:26,1605702146,52
731866,2677,2020-11-18 12:25:55,1605702355,52
731894,342,2020-11-18 07:31:49,1605684709,52
732113,228,2020-11-15 10:41:17,1605436877,52
732124,2678,2020-11-27 07:31:27,1606462287,52
732173,1437,2020-11-11 18:43:57,1605120237,52
732174,1437,2020-11-11 18:45:22,1605120322,52
732342,2436,2020-11-17 04:17:33,1605586653,52
732343,2436,2020-11-17 04:17:39,1605586659,52
732344,2436,2020-11-17 04:17:58,1605586678,52
732442,231,2020-10-31 10:17:03,1604139423,52
732531,2442,2020-11-06 15:50:26,1604677826,52
732532,2442,2020-11-06 15:53:17,1604677997,52
732622,1474,2020-11-01 09:49:41,1604224181,52
732694,905,2020-11-18 07:04:25,1605683065,52
732750,1505,2020-11-23 18:28:09,1606156089,52
732751,1505,2020-11-23 18:34:31,1606156471,52
732940,2679,2020-11-26 19:42:36,1606419756,52
733057,2680,2020-11-03 08:51:49,1604393509,52
733143,2681,2020-11-07 08:38:09,1604738289,52
733426,1549,2020-11-03 19:19:44,1604431184,52
733473,846,2020-11-16 04:50:55,1605502255,52
733621,2192,2020-11-01 18:03:46,1604253826,52
733622,2192,2020-11-01 18:05:30,1604253930,52
733623,2192,2020-11-01 18:10:36,1604254236,52
733799,920,2020-11-27 19:48:02,1606506482,52
733802,583,2020-11-03 14:40:06,1604414406,52
733860,1574,2020-11-01 16:09:56,1604246996,52
734030,2682,2020-11-07 15:49:22,1604764162,52
734051,848,2020-11-08 14:20:14,1604845214,52
734309,763,2020-11-05 07:45:01,1604562301,52
734310,763,2020-11-05 07:51:52,1604562712,52
734345,1608,2020-11-14 19:52:42,1605383562,52
734346,1608,2020-11-14 19:57:45,1605383865,52
734347,1608,2020-11-14 19:58:06,1605383886,52
734348,1608,2020-11-14 20:20:47,1605385247,52
734349,1608,2020-11-14 20:36:50,1605386210,52
734981,1628,2020-11-24 04:47:03,1606193223,52
735046,840,2020-11-21 04:54:00,1605934440,52
735444,2683,2020-11-20 10:31:55,1605868315,52
735445,2683,2020-11-20 10:32:47,1605868367,52
735545,2492,2020-11-05 18:06:19,1604599579,52
735546,2492,2020-11-05 18:06:22,1604599582,52
735547,2492,2020-11-05 18:15:08,1604600108,52
735651,841,2020-11-13 12:02:09,1605268929,52
735946,2497,2020-11-10 18:52:55,1605034375,52
736438,580,2020-11-03 14:14:02,1604412842,52
736557,2509,2020-11-16 04:25:52,1605500752,52
736558,2509,2020-11-16 04:26:40,1605500800,52
736559,2509,2020-11-16 04:27:06,1605500826,52
736616,2511,2020-11-17 05:13:40,1605590020,52
736617,2511,2020-11-17 05:15:54,1605590154,52
736618,2511,2020-11-17 05:16:25,1605590185,52
736892,1737,2020-11-06 21:56:59,1604699819,52
736893,1737,2020-11-06 21:58:19,1604699899,52
736894,1737,2020-11-06 22:00:44,1604700044,52
737039,829,2020-11-11 07:52:49,1605081169,52
737214,2522,2020-11-11 17:45:19,1605116719,52
737503,2684,2020-11-02 16:23:45,1604334225,52
737515,2685,2020-11-23 17:54:14,1606154054,52
737516,2685,2020-11-23 17:54:15,1606154055,52
737630,2528,2020-11-27 19:28:58,1606505338,52
737643,2530,2020-11-18 18:56:51,1605725811,52
737667,1763,2020-11-05 00:00:13,1604534413,52
737668,1763,2020-11-05 00:02:05,1604534525,52
737977,2537,2020-11-05 17:49:00,1604598540,52
738071,2686,2020-11-05 02:35:33,1604543733,52
738082,2687,2020-11-05 22:02:21,1604613741,52
738083,2687,2020-11-05 22:12:27,1604614347,52
738084,2687,2020-11-05 22:12:30,1604614350,52
738649,2545,2020-11-08 15:22:29,1604848949,52
738859,1836,2020-11-23 13:52:14,1606139534,52
739009,832,2020-11-02 16:39:09,1604335149,52
739203,2557,2020-11-19 12:39:13,1605789553,52
739204,2557,2020-11-19 13:02:33,1605790953,52
739615,2561,2020-11-13 23:22:12,1605309732,52
739657,2562,2020-11-23 10:26:53,1606127213,52
739847,2151,2020-11-25 04:38:34,1606279114,52
739848,2151,2020-11-25 04:38:40,1606279120,52
739891,2567,2020-11-24 10:59:39,1606215579,52
740013,2571,2020-11-18 04:11:06,1605672666,52
740896,1630,2020-11-22 17:44:02,1606067042,52
740897,1630,2020-11-22 17:46:02,1606067162,52
740898,1630,2020-11-22 17:46:22,1606067182,52
740899,1630,2020-11-22 17:46:26,1606067186,52
740920,2688,2020-11-12 10:57:57,1605178677,52
741019,2599,2020-11-04 11:02:10,1604487730,52
741236,2606,2020-11-06 13:06:19,1604667979,52
741303,831,2020-11-04 14:18:46,1604499526,52
741547,1732,2020-11-16 23:47:32,1605570452,52
741750,2611,2020-11-26 07:31:50,1606375910,52
741819,1936,2020-11-22 07:49:39,1606031379,52
742095,844,2020-11-28 19:40:14,1606592414,52
742633,2624,2020-11-21 05:25:20,1605936320,52
742779,2689,2020-11-01 08:27:01,1604219221,52
742786,1860,2020-11-02 15:15:39,1604330139,52
742787,1860,2020-11-02 15:17:25,1604330245,52
742788,1860,2020-11-02 15:20:14,1604330414,52
742891,2631,2020-11-09 05:38:49,1604900329,52
743083,1113,2020-11-17 17:56:56,1605635816,52
743627,866,2020-10-31 15:14:19,1604157259,171
743628,866,2020-10-31 15:15:58,1604157358,171
743649,1332,2020-11-26 06:54:17,1606373657,171
743718,2690,2020-11-04 09:29:49,1604482189,171
744263,2691,2020-11-12 22:33:43,1605220423,171
744264,2691,2020-11-12 22:33:47,1605220427,171
744265,2691,2020-11-12 22:35:25,1605220525,171
744266,2691,2020-11-12 22:41:40,1605220900,171
744540,2692,2020-11-28 18:47:50,1606589270,171
745260,2401,2020-11-20 01:27:03,1605835623,183
745324,896,2020-11-17 02:49:28,1605581368,183
745325,896,2020-11-17 03:13:46,1605582826,183
745378,346,2020-11-19 19:37:09,1605814629,183
745446,2693,2020-11-21 04:41:29,1605933689,183
745447,2693,2020-11-21 04:41:59,1605933719,183
745537,2694,2020-11-19 10:43:58,1605782638,183
745538,2694,2020-11-19 10:45:22,1605782722,183
746320,2695,2020-11-03 11:16:28,1604402188,0
746321,2695,2020-11-03 11:16:59,1604402219,0
